"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"5969","Native 34","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",3984,"Native","Main"
"5976","Native 34","gp",3,"Unambiguous","!","{The_two_journalists}","0",2218,"Native","Sub"
"5982","Native 34","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",2854,"Native","Main"
"5985","Native 34","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",4117,"Native","Main"
"5991","Native 34","gp",15,"Unambiguous","!","{The_boy}","1",2188,"Native","Sub"
"5998","Native 34","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",4418,"Native","Main"
"6006","Native 34","gp",23,"Unambiguous","!","{The_child}","1",1456,"Native","Sub"
"6010","Native 34","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",2395,"Native","Main"
"6017","Native 34","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",1935,"Native","Main"
"6020","Native 34","gp",19,"Unambiguous","!","{The_basketball_player}","1",1694,"Native","Sub"
"6028","Native 34","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",2560,"Native","Main"
"6032","Native 34","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",4028,"Native","Main"
"6047","Native 34","gp",7,"Unambiguous","!","{The_lady}","1",1366,"Native","Sub"
"6053","Native 34","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",2525,"Native","Main"
"6061","Native 34","gp",18,"Ambiguous","!","{The_baby}","1",1234,"Native","Sub"
"6065","Native 34","gp",6,"Ambiguous","!","{The_two_kids}","0",3768,"Native","Sub"
"6076","Native 34","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",2832,"Native","Main"
"6084","Native 34","gp",10,"Ambiguous","!","{The_General}","1",1741,"Native","Sub"
"6087","Native 34","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",3626,"Native","Main"
"6090","Native 34","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",3727,"Native","Main"
"6098","Native 34","gp",22,"Ambiguous","!","{The_coach}","1",1574,"Native","Sub"
"6101","Native 34","gp",2,"Ambiguous","!","{The_mother}","0",2585,"Native","Sub"
"6108","Native 34","gp",11,"Unambiguous","!","{The_friend}","1",1500,"Native","Sub"
"6116","Native 34","gp",14,"Ambiguous","!","{The_nurse}","1",2087,"Native","Sub"
"6144","Native 35","gp",1,"Ambiguous","!","{The_man}","1",2473,"Native","Sub"
"6147","Native 35","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",3814,"Native","Main"
"6150","Native 35","gp",18,"Unambiguous","!","{The_baby}","1",1653,"Native","Sub"
"6160","Native 35","gp",2,"Unambiguous","!","{The_baby}","1",1622,"Native","Sub"
"6168","Native 35","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",2863,"Native","Main"
"6175","Native 35","gp",13,"Ambiguous","!","{The_boy}","1",1128,"Native","Sub"
"6179","Native 35","gp",21,"Ambiguous","!","{The_child}","1",3666,"Native","Sub"
"6186","Native 35","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",2744,"Native","Main"
"6190","Native 35","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",3823,"Native","Main"
"6196","Native 35","gp",10,"Unambiguous","!","{The_General}","1",1442,"Native","Sub"
"6202","Native 35","gp",6,"Unambiguous","!","{The_neighbour}","1",986,"Native","Sub"
"6205","Native 35","gp",5,"Ambiguous","!","{The_boy}","1",893,"Native","Sub"
"6215","Native 35","gp",9,"Ambiguous","!","{The_singer}","1",2378,"Native","Sub"
"6219","Native 35","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",2858,"Native","Main"
"6224","Native 35","gp",17,"Ambiguous","!","{The_terrorist}","1",1003,"Native","Sub"
"6235","Native 35","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",2307,"Native","Main"
"6244","Native 35","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",2275,"Native","Main"
"6248","Native 35","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",2379,"Native","Main"
"6251","Native 35","gp",14,"Unambiguous","!","{The_nurse}","1",1121,"Native","Sub"
"6255","Native 35","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",2244,"Native","Main"
"6263","Native 35","gp",22,"Unambiguous","!","{The_coach}","1",1423,"Native","Sub"
"6272","Native 35","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",1954,"Native","Main"
"6279","Native 35","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",1999,"Native","Main"
"6299","Native 35","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",2052,"Native","Main"
"6319","Native 36","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",2527,"Native","Main"
"6336","Native 36","gp",21,"Unambiguous","!","{The_child}","1",1474,"Native","Sub"
"6340","Native 36","gp",14,"Ambiguous","!","{The_doctor_woke_the_nurse_up}","0",2642,"Native","Main"
"6344","Native 36","gp",5,"Unambiguous","!","{The_boy}","1",1550,"Native","Sub"
"6352","Native 36","gp",10,"Ambiguous","!","{The_two_soldiers_fought_the_General}","0",3787,"Native","Main"
"6358","Native 36","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",3336,"Native","Main"
"6366","Native 36","gp",16,"Ambiguous","!","{The_assistant}","1",1631,"Native","Sub"
"6378","Native 36","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",2759,"Native","Main"
"6382","Native 36","gp",1,"Unambiguous","!","{The_man}","1",3033,"Native","Sub"
"6385","Native 36","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",2878,"Native","Main"
"6393","Native 36","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",1894,"Native","Main"
"6396","Native 36","gp",20,"Ambiguous","!","{The_man}","1",1259,"Native","Sub"
"6405","Native 36","gp",4,"Ambiguous","!","{The_friend}","1",2607,"Native","Sub"
"6411","Native 36","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",2513,"Native","Main"
"6417","Native 36","gp",24,"Ambiguous","!","{The_director}","1",1254,"Native","Sub"
"6424","Native 36","gp",8,"Ambiguous","!","{The_boy}","1",9896,"Native","Sub"
"6431","Native 36","gp",9,"Unambiguous","!","{The_singer}","1",1428,"Native","Sub"
"6454","Native 36","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",2593,"Native","Main"
"6458","Native 36","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",2775,"Native","Main"
"6461","Native 36","gp",12,"Ambiguous","!","{The_baby}","1",1647,"Native","Sub"
"6464","Native 36","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",3073,"Native","Main"
"6467","Native 36","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",1978,"Native","Main"
"6471","Native 36","gp",17,"Unambiguous","!","{The_terrorist}","1",1297,"Native","Sub"
"6478","Native 36","gp",13,"Unambiguous","!","{The_boy}","1",1562,"Native","Sub"
"6496","Native 37","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",2865,"Native","Main"
"6504","Native 37","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",2420,"Native","Main"
"6510","Native 37","gp",9,"Ambiguous","!","{The_pianist_calmed_the_singer_down}","0",2185,"Native","Main"
"6520","Native 37","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",1942,"Native","Main"
"6524","Native 37","gp",12,"Unambiguous","!","{The_baby}","1",1569,"Native","Sub"
"6531","Native 37","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2719,"Native","Main"
"6535","Native 37","gp",11,"Ambiguous","!","{The_lady}","0",3098,"Native","Sub"
"6538","Native 37","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",2614,"Native","Main"
"6544","Native 37","gp",7,"Ambiguous","!","{The_man}","0",1359,"Native","Sub"
"6552","Native 37","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",2529,"Native","Main"
"6566","Native 37","gp",19,"Ambiguous","!","{The_basketball_player}","1",2861,"Native","Sub"
"6569","Native 37","gp",4,"Unambiguous","!","{The_friend}","1",1887,"Native","Sub"
"6575","Native 37","gp",3,"Ambiguous","!","{The_president}","1",1744,"Native","Sub"
"6578","Native 37","gp",23,"Ambiguous","!","{The_child}","1",1313,"Native","Sub"
"6581","Native 37","gp",16,"Unambiguous","!","{The_assistant}","1",1559,"Native","Sub"
"6585","Native 37","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",1595,"Native","Main"
"6593","Native 37","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",2618,"Native","Main"
"6599","Native 37","gp",2,"Unambiguous","!","{The_mother_dressed_the_baby}","0",1582,"Native","Main"
"6625","Native 37","gp",24,"Unambiguous","!","{The_director}","1",1715,"Native","Sub"
"6632","Native 37","gp",8,"Unambiguous","!","{Mary}","0",2178,"Native","Sub"
"6636","Native 37","gp",15,"Ambiguous","!","{The_aunt}","0",2067,"Native","Sub"
"6645","Native 37","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",4196,"Native","Main"
"6648","Native 37","gp",20,"Unambiguous","!","{The_man}","1",1026,"Native","Sub"
"6656","Native 37","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",3705,"Native","Main"
"6683","Native 38","gp",12,"Ambiguous","!","{The_nurse_washed_herself}","1",3083,"Native","Main"
"6698","Native 38","gp",4,"Ambiguous","!","{The_two_children_hugged_each_other}","1",2057,"Native","Main"
"6706","Native 38","gp",19,"Unambiguous","!","{The_basketball_player}","1",1715,"Native","Sub"
"6712","Native 38","gp",7,"Unambiguous","!","{The_lady}","1",1129,"Native","Sub"
"6719","Native 38","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",2426,"Native","Main"
"6726","Native 38","gp",3,"Unambiguous","!","{The_president}","1",1807,"Native","Sub"
"6734","Native 38","gp",8,"Ambiguous","!","{Mary_dressed_herself}","1",8374,"Native","Main"
"6737","Native 38","gp",6,"Ambiguous","!","{The_neighbour}","1",2041,"Native","Sub"
"6743","Native 38","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",3690,"Native","Main"
"6754","Native 38","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",2298,"Native","Main"
"6757","Native 38","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",1853,"Native","Main"
"6768","Native 38","gp",2,"Ambiguous","!","{The_baby}","1",1772,"Native","Sub"
"6771","Native 38","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",1444,"Native","Main"
"6782","Native 38","gp",20,"Ambiguous","!","{The_two_friends_met_each_other}","1",2293,"Native","Main"
"6785","Native 38","gp",11,"Unambiguous","!","{The_friend}","1",1222,"Native","Sub"
"6792","Native 38","gp",23,"Unambiguous","!","{The_mother}","0",1569,"Native","Sub"
"6799","Native 38","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",2654,"Native","Main"
"6805","Native 38","gp",14,"Ambiguous","!","{The_nurse}","1",1534,"Native","Sub"
"6808","Native 38","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",2473,"Native","Main"
"6816","Native 38","gp",15,"Unambiguous","!","{The_boy}","1",1211,"Native","Sub"
"6822","Native 38","gp",10,"Ambiguous","!","{The_General}","1",1556,"Native","Sub"
"6829","Native 38","gp",24,"Ambiguous","!","{The_two_actresses_met_each_other}","1",1680,"Native","Main"
"6836","Native 38","gp",18,"Ambiguous","!","{The_baby}","1",1438,"Native","Sub"
"6839","Native 38","gp",22,"Ambiguous","!","{The_coach}","1",838,"Native","Sub"
"6859","Native 39","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",4275,"Native","Main"
"6864","Native 39","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",2897,"Native","Main"
"6868","Native 39","gp",6,"Unambiguous","!","{The_neighbour}","1",2377,"Native","Sub"
"6875","Native 39","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",2331,"Native","Main"
"6879","Native 39","gp",1,"Ambiguous","!","{The_man}","1",2899,"Native","Sub"
"6883","Native 39","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",2898,"Native","Main"
"6887","Native 39","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",1458,"Native","Main"
"6897","Native 39","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",2757,"Native","Main"
"6904","Native 39","gp",14,"Unambiguous","!","{The_nurse}","1",1830,"Native","Sub"
"6907","Native 39","gp",9,"Ambiguous","!","{The_pianist}","0",5220,"Native","Sub"
"6918","Native 39","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",4407,"Native","Main"
"6929","Native 39","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",5227,"Native","Main"
"6937","Native 39","gp",22,"Unambiguous","!","{The_coach}","1",1948,"Native","Sub"
"6951","Native 39","gp",18,"Unambiguous","!","{The_baby}","1",1422,"Native","Sub"
"6961","Native 39","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",2134,"Native","Main"
"6964","Native 39","gp",21,"Ambiguous","!","{Anna}","0",1346,"Native","Sub"
"6971","Native 39","gp",10,"Unambiguous","!","{The_General}","1",1658,"Native","Sub"
"6978","Native 39","gp",17,"Ambiguous","!","{The_terrorist}","1",1674,"Native","Sub"
"6984","Native 39","gp",13,"Ambiguous","!","{The_boy}","1",1644,"Native","Sub"
"6988","Native 39","gp",2,"Unambiguous","!","{The_baby}","1",1894,"Native","Sub"
"6991","Native 39","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",3038,"Native","Main"
"7001","Native 39","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",2703,"Native","Main"
"7008","Native 39","gp",5,"Ambiguous","!","{The_boy}","1",1542,"Native","Sub"
"7019","Native 39","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",2207,"Native","Main"
"7039","Native 40","gp",8,"Ambiguous","!","{The_boy}","1",1606,"Native","Sub"
"7049","Native 40","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",4474,"Native","Main"
"7066","Native 40","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",3989,"Native","Main"
"7078","Native 40","gp",23,"Unambiguous","!","{The_mother_washed_the_child}","0",5463,"Native","Main"
"7086","Native 40","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",4491,"Native","Main"
"7090","Native 40","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",3614,"Native","Main"
"7098","Native 40","gp",17,"Unambiguous","!","{The_terrorist}","1",1580,"Native","Sub"
"7105","Native 40","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",2555,"Native","Main"
"7111","Native 40","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",2513,"Native","Main"
"7129","Native 40","gp",4,"Ambiguous","!","{The_two_children}","0",2080,"Native","Sub"
"7139","Native 40","gp",12,"Ambiguous","!","{The_baby}","1",5614,"Native","Sub"
"7145","Native 40","gp",9,"Unambiguous","!","{The_singer}","1",1620,"Native","Sub"
"7150","Native 40","gp",20,"Ambiguous","!","{The_two_friends}","0",2478,"Native","Sub"
"7153","Native 40","gp",16,"Ambiguous","!","{The_researcher}","0",3490,"Native","Sub"
"7156","Native 40","gp",10,"Ambiguous","!","{The_two_soldiers_fought_the_General}","0",3684,"Native","Main"
"7159","Native 40","gp",13,"Unambiguous","!","{The_boy}","1",2396,"Native","Sub"
"7166","Native 40","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",6940,"Native","Main"
"7170","Native 40","gp",5,"Unambiguous","!","{The_boy}","1",1783,"Native","Sub"
"7174","Native 40","gp",24,"Ambiguous","!","{The_actresses}","0",3755,"Native","Sub"
"7178","Native 40","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",2874,"Native","Main"
"7182","Native 40","gp",1,"Unambiguous","!","{The_lawyer}","0",3494,"Native","Sub"
"7188","Native 40","gp",21,"Unambiguous","!","{The_child}","1",1501,"Native","Sub"
"7194","Native 40","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",1749,"Native","Main"
"7198","Native 40","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",3680,"Native","Main"
"7216","Non-Native 1","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3844,"Non-Native","Main"
"7223","Non-Native 1","gp",3,"Ambiguous","!","{The_president}","1",1844,"Non-Native","Sub"
"7229","Non-Native 1","gp",4,"Unambiguous","!","{The_friend}","1",2138,"Non-Native","Sub"
"7233","Non-Native 1","gp",7,"Ambiguous","!","{The_lady}","1",1510,"Non-Native","Sub"
"7262","Non-Native 1","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",3042,"Non-Native","Main"
"7268","Non-Native 1","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",3319,"Non-Native","Main"
"7275","Non-Native 1","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2108,"Non-Native","Main"
"7289","Non-Native 1","gp",20,"Unambiguous","!","{The_man}","1",1897,"Non-Native","Sub"
"7292","Non-Native 1","gp",19,"Ambiguous","!","{The_basketball_player}","1",2853,"Non-Native","Sub"
"7300","Non-Native 1","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",3400,"Non-Native","Main"
"7306","Non-Native 1","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",3563,"Non-Native","Main"
"7312","Non-Native 1","gp",12,"Unambiguous","!","{The_baby}","1",1747,"Non-Native","Sub"
"7316","Non-Native 1","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",2748,"Non-Native","Main"
"7326","Non-Native 1","gp",1,"Ambiguous","!","{The_lawyer_calmed_himself_down}","1",4765,"Non-Native","Main"
"7330","Non-Native 1","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",3444,"Non-Native","Main"
"7333","Non-Native 1","gp",11,"Ambiguous","!","{The_friend}","1",1691,"Non-Native","Sub"
"7336","Non-Native 1","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",1904,"Non-Native","Main"
"7340","Non-Native 1","gp",24,"Unambiguous","!","{The_director}","1",2375,"Non-Native","Sub"
"7344","Non-Native 1","gp",16,"Unambiguous","!","{The_assistant}","1",1960,"Non-Native","Sub"
"7347","Non-Native 1","gp",21,"Ambiguous","!","{Anna_dressed_herself}","1",1626,"Non-Native","Main"
"7351","Non-Native 1","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",2226,"Non-Native","Main"
"7359","Non-Native 1","gp",15,"Ambiguous","!","{The_boy}","1",3248,"Non-Native","Sub"
"7371","Non-Native 1","gp",23,"Ambiguous","!","{The_child}","1",4003,"Non-Native","Sub"
"7375","Non-Native 1","gp",8,"Unambiguous","!","{The_boy}","1",1513,"Non-Native","Sub"
"7395","Non-Native 2","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",3657,"Non-Native","Main"
"7402","Non-Native 2","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",2911,"Non-Native","Main"
"7409","Non-Native 2","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",2561,"Non-Native","Main"
"7417","Non-Native 2","gp",15,"Unambiguous","!","{The_boy}","1",1028,"Non-Native","Sub"
"7423","Non-Native 2","gp",2,"Ambiguous","!","{The_mother}","0",2794,"Non-Native","Sub"
"7430","Non-Native 2","gp",10,"Ambiguous","!","{The_two_soldiers}","0",1124,"Non-Native","Sub"
"7441","Non-Native 2","gp",6,"Ambiguous","!","{The_neighbour}","1",972,"Non-Native","Sub"
"7447","Non-Native 2","gp",19,"Unambiguous","!","{The_basketball_player}","1",1542,"Non-Native","Sub"
